ETC_20150317_000001	Кепа
ETC_20151022_016120	Победить Минотавра и проверить дневник Урбонас!
ETC_20151022_016121	Победить Kepas, что бросились в!
ETC_20151022_016122	Я слышал, что это место безопасно...
ETC_20151022_016123	Защитить людей от Poata!
ETC_20151022_016124	Успокойся...
ETC_20151022_016125	Убегайте все!
ETC_20151022_016126	Поселенец
ETC_20151022_016127	Как долго нам придется ждать??
ETC_20151022_016128	Орша делается!
ETC_20151022_016129	What is this?
ETC_20151022_016130	Он не стоять в очереди??
ETC_20151022_016131	Ах!!
ETC_20151022_016132	Поражение Woodspirit!
ETC_20151022_016133	Убежать!
ETC_20151022_016134	Ты заплатил свой первый налог.
ETC_20151022_016135	Платили налог 1 раз
ETC_20151022_016136	Гражданин
ETC_20151022_016137	Жизни граждан становятся процветающими.
ETC_20151022_016138	Платить Налоги В 10 Раз
ETC_20151022_016139	Модель Гражданина
ETC_20151022_016140	Воистину, вы-образцовый гражданин.
ETC_20151022_016141	Платят Налоги В 50 Раз
ETC_20151022_016142	Noblesse Oblige
ETC_20151022_016143	Заплатил все налоги.
ETC_20151022_016144	Платить Налоги В 100 Раз
ETC_20151022_016145	Повышение Мастер
ETC_20151022_016146	Увеличьте в 1000 раз успешно
ETC_20151022_016147	Лопата Король
ETC_20151022_016148	Лопату в 1000 раз успешно
ETC_20151022_016149	indun
ETC_20151022_016150	Talt, Моя Любовь
ETC_20151022_016151	Введите подземелье подземелье 500 раз
ETC_20151022_016152	Это Это Это
ETC_20151022_016153	Использовать 10,000 Зелья
ETC_20151022_016154	Повышение Успеха
ETC_20151022_016155	Подземелье Подземелье Запись Графа
ETC_20151022_016156	Уровень налоговых платежей
ETC_20151022_016157	Поиск для Совы будет
ETC_20151022_016158	Обнаруженные статус с определением руководящих сова
ETC_20151022_016159	Черный Дым
ETC_20151022_016160	Световое Насыщение
ETC_20151022_016161	Агрессия
ETC_20151022_016162	Хорьков' Агрессии
ETC_20151022_016163	Как вы сожгли черный духи демоны, неизвестное мощность размазывается при нанесении, чтобы увеличить ваши атаки.
ETC_20151022_016164	Неизвестные Силы - Время Перезарядки
ETC_20151022_016165	Влияние неизвестной силы так и не были устранены.
ETC_20151022_016166	Активировать хранитель статуя
ETC_20151022_016167	Как вы сожгли кусты, хранитель статуя была активирована.
ETC_20151022_016168	Чтобы подавить хранитель статуи, монстры будут появляться.
ETC_20151022_016169	Испепеление печать бумага
ETC_20151022_016170	Печать расплывчатая астральное тело начинает быть развязана.
ETC_20151022_016171	Кукла Проклятие
ETC_20151022_016172	Из-за проклятия шамана куклу, ваша защита уменьшается значительно.
ETC_20151022_016173	Дух - восстановить HP
ETC_20151022_016174	Дух вы руководствовались лечит ваши раны.
ETC_20151022_016175	Дух - восстановить СП
ETC_20151022_016176	Дух вы с гидом даст вам энергию.
ETC_20151022_016177	Дух - файлом ГНАУ
ETC_20151022_016178	Дух вы с гидом даст вам жизненную силу.
ETC_20151022_016179	Дух - Восстановление
ETC_20151022_016180	Алтарь духов вылечит ваше тело.
ETC_20151022_016181	Дух - Контроль
ETC_20151022_016182	Вы уже получаете последствий вылечить.
ETC_20151022_016183	Руководство духа
ETC_20151022_016184	Вы руководите дух, чтобы алтарь духов.
ETC_20151022_016185	Руководствуясь духи собираются к алтарю духов.
ETC_20151022_016186	Руководствуясь Дух - Перезарядка
ETC_20151022_016187	Чтобы получить лекарство от алтаря духов, вам понадобится больше времени.
ETC_20151022_016188	Красные духи собираются в кучу костей.
ETC_20151022_016189	Синие духи собираются в кучу костей.
ETC_20151022_016190	Духи внахлест
ETC_20151022_016191	Духи идут.
ETC_20151022_016192	Садху энергии
ETC_20151022_016193	При охоте на чудовище, которое не дает покоя эта энергия, вы сможете впитать этот дух.
ETC_20151022_016194	Варвара зелье эффект
ETC_20151022_016195	Твои силы были сокращены вдвое из-за варварских тренировочный эффект зелья.
ETC_20151022_016196	Охлаждение Воздуха В Ловушку
ETC_20151022_016197	Вы уже попали в ловушку охладить воздух, что защищает устройство
ETC_20151022_016198	Mokuton
ETC_20151022_016199	Ты провалился обратно буферного стержня.
ETC_20151022_016200	Вы потерпели неудачу трафарет штанги.
ETC_20151022_016201	authdata, что соответствует Стим ИД не найден.
ETC_20151022_016202	Неправильное Воздействие Имени Компонента. Проверить зарегистрированные имена effectlist.xml.
ETC_20151022_016203	Не удалось расшифровать жетон, полученный от серверов Steam.
