SKILL_20150317_000001	Атака
SKILL_20151102_005620	Increases the damage dealt on an enemy with [Дракон Парить] by 1% per attribute level.
SKILL_20151102_005621	Дракон Парить: Шок
SKILL_20151102_005622	Inflicts [Shock] on enemies hit by [Dragon Soar] at a 5% chance per attribute level for 10 seconds.
SKILL_20151102_005623	Пуповина: Признать Недействительным Увеличение
SKILL_20151102_005624	Increases the chance to nullify an enemy's attack while using [Umbilical Cord] by 2% per attribute level.
SKILL_20151102_005625	Совместное Штрафной: Электричество
SKILL_20151102_005626	Deals 10% additional damage of Electricity property attack to enemies affected by [Joint Penalty] per attribute level.
SKILL_20151102_005627	Совместное Штрафной: Яд
SKILL_20151102_005628	Deals 10% additional damage of Poison property attack to enemies affected by [Joint Penalty] per attribute level.
SKILL_20151102_005629	Совместное Штрафной: Земля
SKILL_20151102_005630	Deals 10% additional damage of Earth property attack to enemies affected by [Joint Penalty] per attribute level.
SKILL_20151102_005631	Совместное Штрафной: Признать Недействительным Увеличение
SKILL_20151102_005632	Decreases the chance to nullify attacks from enemies affected by [Joint Penalty] by 5% per attribute level.
SKILL_20151102_005633	Чернокнижник: Атака Тьмы
SKILL_20151102_005634	Увеличивает урон темной атакой имущество сдается на врага на 1% за уровень атрибута.
SKILL_20151102_005635	Полюс агонии: увеличить
SKILL_20151102_005636	Increases the damage dealt on an enemy with [Pole of Agony] by 1% per attribute level.
SKILL_20151102_005637	Полюс агонии: Продолжительность
SKILL_20151102_005638	Increases the remaining effect time of [Pole of Agony] on an enemy by 0.8 seconds per attribute level.
SKILL_20151102_005639	Вызов: Увеличить
SKILL_20151102_005640	Increases the damage dealt on an enemy with [Invocation] by 1% per attribute level.
SKILL_20151102_005641	Increases the Darkness property attack by 5% of allies who are nearby the created evil spirit of [Invocation] per attribute level. The owner of who casted the evil spirit receives double the effect.
SKILL_20151102_005642	Темные Немного Изменили: Создать Злого Духа
SKILL_20151102_005643	Creates an evil spirit with [Dark Theurge] at a 0.4% chance to the enemy's position per attribute level.
SKILL_20151102_005644	Темные Немного Изменили: Увеличить
SKILL_20151102_005645	Increases the damage dealt on an enemy with [Dark Theurge] by 1% per attribute level.
SKILL_20151102_005646	Темные Немного Изменили: Тьма
SKILL_20151102_005647	Enemies hit by [Dark Theurge] have a 1% chance to be afflicted with [Darkness] for 10 seconds per attribute level.
SKILL_20151102_005648	Mastema: Увеличить
SKILL_20151102_005649	Increases the damage dealt on an enemy with [Mastema] by 1% per attribute level.
SKILL_20151102_005650	Mastema: Снижение Угрозы
SKILL_20151102_005651	Reduces the aggressiveness of enemies hit by [Mastema] by 1% per attribute level.
SKILL_20151102_005652	Полюс агонии: поддерживать
SKILL_20151102_005653	[Pole of Agony] deals a minimum number of damage to enemies that increases with attribute level.
SKILL_20151102_005654	Кровососущие: НР питания повысить
SKILL_20151102_005655	Увеличивается объем поглощать л. с. на 1 атрибут за уровень.
SKILL_20151102_005656	Кровавая баня: СП поставку повышения
SKILL_20151102_005657	Увеличивается объем поглощать SP на 1 атрибут за уровень.
SKILL_20151102_005658	Кровавая Баня: Увеличить
SKILL_20151102_005659	Increases the damage dealt on an enemy with [Blood Bath] by 1% per attribute level.
SKILL_20151102_005660	Кровососущие: Увеличить
SKILL_20151102_005661	Increases the damage dealt on an enemy with [Blood Sucking] by 1% per attribute level.
SKILL_20151102_005662	Кость Указывая: Увеличить
SKILL_20151102_005663	Increases the damage dealt on an enemy with [Bone Pointing] by 1% per attribute level.
SKILL_20151102_005664	Кость Указывая: Вызов Времени
SKILL_20151102_005665	Increases the summon time of [Bone Pointing] by 1 second per attribute level.
SKILL_20151102_005666	Ngadhundi: Увеличить
SKILL_20151102_005667	Increases the damage dealt on an enemy with [Ngadhundi] by 1% per attribute level.
SKILL_20151102_005668	Kurdaitcha: Enhance
SKILL_20151102_005669	Increases the chance to hit with twice the normal damage to enemies hexed by [Kurdaitcha] (or any other methods) by 1% chance per attribute level. 
SKILL_20151102_005670	Левитация: Сводят На Нет Физических Повреждений
SKILL_20151102_005671	Increases the chance to nullify the enemy's physical attack while using [Levitation] by 1.5% per attribute level.
SKILL_20151102_005672	Featherfoot: Увеличение Восстановления
SKILL_20151102_005673	Увеличивает восстановление HP и SP от умений и зелий на 0,5% за каждый уровень атрибута.
SKILL_20151102_005674	Deals 20% additional damage when attacking Flying-type monsters with a [Two-handed Bow] per attribute level.
SKILL_20151102_005675	Ignores 5% of the enemy's defense when attacking with a [One-handed Bow] per attribute level.
SKILL_20151102_005676	Мастерское Владение Щитом": Противоракетная Оборона
SKILL_20151102_005677	Increases the chance of blocking an enemy's [Missile] attack when equipped with a [Shield], increases your physical attack proportional to the shield's defense for 10 seconds after a successful block.. Applies the proportional value by 50% per attribute level. 
SKILL_20151102_005678	Увеличивает точность на 5% при ношении пистолета-тип оборудования на уровне атрибутов.
SKILL_20151102_005679	Сбивания: Падение
SKILL_20151102_005680	Flying-type monsters hit by [Shootdown] will fall down on the ground for 3 seconds per attribute level.
SKILL_20151102_005681	Осада Серия: Увеличение Дальности
SKILL_20151102_005682	Specifies a more distant location when using [Siege Burst]. Its range increases the higher your attribute level is.
SKILL_20151102_005683	Кеннон Взрыв: Броня Перерыв
SKILL_20151102_005684	Enemies hit by [Cannon Blast] have a 7% chance per attribute level to be afflicted with [Armor Break] for 10 seconds.
SKILL_20151102_005685	Instantly kills a small-sized monster at a 0.5% chance per attribute level when attacking with a [Rifle].
SKILL_20151102_005686	Заградительный Огонь: Увеличить
SKILL_20151102_005687	Increases the damage dealt on an enemy with [Covering Fire] by 1% per attribute level.
SKILL_20151102_005688	Выстрел В Голову: Увеличить
SKILL_20151102_005689	Increases the damage dealt on an enemy with [Headshot] by 1% per attribute level.
SKILL_20151102_005690	Бекас: Увеличить
SKILL_20151102_005691	Increases the damage dealt on an enemy with [Snipe] by 1% per attribute level.
SKILL_20151102_005692	Проникновение Выстрелом: Повысить
SKILL_20151102_005693	Increases the damage dealt on an enemy with [Penetration Shot] by 1% per attribute level.
SKILL_20151102_005694	Ударом Приклада: Увеличить
SKILL_20151102_005695	Increases the damage dealt on an enemy with [Butt Stroke] by 1% per attribute level.
SKILL_20151102_005696	Штык Тяги: Повышение
SKILL_20151102_005697	Increases the damage dealt on an enemy with [Bayonet Thrust] by 1% per attribute level.
SKILL_20151102_005698	Ударом Приклада: Оглушение
SKILL_20151102_005699	Inflicts stun at a 1.5% chance per attribute level for 3 seconds on enemies hit by [Butt Stroke].
SKILL_20151102_005700	Inflicts stun at a 2% chance per attribute level when performing a basic attack on an enemy with a [Blunt Instrument].
SKILL_20151102_005701	Enemies receive Holy damage equal to [Attribute Level] when using [Arcane Energy].
SKILL_20151102_005702	Лечебный Фактор: Атака
SKILL_20151102_005703	Enemies traversing over the [Healing Factor] circle will incur continuous damage. Overall damage dealt scales with character's HP.
SKILL_20151102_005704	Сжигание: Увеличить
SKILL_20151102_005705	Increases the damage dealt on an enemy with [Incineration] by 1% per attribute level.
SKILL_20151102_005706	Кровопускание: Гемостаз
SKILL_20151102_005707	Increases the cycle time of the HP cost by 0.02 seconds per attribute level while [Bloodletting] is in effect.
SKILL_20151102_005708	Кровопускание: использовать SP
SKILL_20151102_005709	While [Bloodletting] is in effect, each tick has a 10% chance per attribute level to reduce SP instead of HP.
SKILL_20151102_005710	Increases the chance that [Fumigate] blocks Lv3 or weaker status ailments for 10 seconds by 5% per attribute level.
SKILL_20151102_005711	The area of [Fumigate] skill gains a purification effect for 10 seconds. Allies standing within this area gains 10% resistance against Poison property.
SKILL_20151102_005712	Птичий Клюв Маски: Иммунитет
SKILL_20151102_005713	Increases the chance to block Lv3 status ailments by 5% per attribute level, but also increases the SP cost whilst wearing the [Bird Beak Mask].
SKILL_20151102_005714	Bird Beak Mask: Poison Resistance
SKILL_20151102_005715	Increases the Poison property resistance by 5 per attribute level whilst wearing the [Bird Beak Mask].
SKILL_20151102_005716	Отомстили Всемеро: Продолжительность
SKILL_20151102_005717	Increases the duration of [Revenged Sevenfold]'s effect by 1 second per attribute level.
SKILL_20151102_005718	Отомстили Всемеро: Проклятие
SKILL_20151102_005719	Inflicts [Curse] at a 10% chance for 4 seconds on an enemy when damage is dealt with [Revenged Sevenfold].
